CONCEPT				POLARITY		INTENSITY
big_build			positive		0.553
big_cannon_fairy		negative		-0.608
big_eater			positive		0.61
big_eye				positive		0.542
big_foot			positive		0.582
big_guy				negative		-0.256
big_head			negative		-0.258
big_headed			negative		-0.555
big_hearted			positive		0.558
big_mistake			negative		-0.511
big_mouth			negative		-0.606
big_mulut			negative		-0.529
big_shot			negative		-0.475
big_size			negative		-0.506
big_stomach			positive		0.61
bigotry				negative		-0.496
bijak				positive		0.537
bika_ambon			positive		0.604
bila_boleh_game			negative		-0.528
bila_mahu_game			negative		-0.622
bila_nak_game			negative		-0.62
bimbo				negative		-0.54
bin_ang_ang			negative		-0.607
bin_bin				positive		0.527
bin_chow_chow			negative		-0.552
binge				negative		-0.618
binget				negative		-0.537
bingka_ambon			positive		0.575
biol				negative		-0.503
bird_bird			negative		-0.529
birthday			positive		0.568
birthday_celebration		positive		0.632
birthday_longevity_noodles	positive		0.558
biscuit_piring			positive		0.553
bising				negative		-0.564
biskut_batang_buruk		positive		0.579
biskut_dahlia			positive		0.588
biskut_piring			positive		0.658
biskut_semperit			positive		0.638
biskut_telinga_gajah		positive		0.514
bismillah			positive		0.549
bisu				negative		-0.514
bitch				negative		-0.539
bite-sized			positive		0.53
bitter				positive		0.578
bitter_lesson			negative		-0.577
blabbermouth			negative		-0.547
black_bean_sauce		positive		0.553
black_dog_egg			positive		0.53
black_face			negative		-0.528
black_glutinous_rice_porridge	positive		0.484
black_leather_shoe		positive		0.553
black_pepper_crab		positive		0.605
black_pepper_sauce		positive		0.605
black_rice_vinegar		positive		0.599
black_spider			positive		0.536
black_tea			positive		0.628
black_vinegar			positive		0.567
blame				negative		-0.573
blame_oneself			negative		-0.525
blamed				negative		-0.561
blameworthy			negative		-0.557
blanco				positive		0.579
blank				negative		-0.563
blank_face			negative		-0.583
blank_file			negative		-0.578
blanket_party			negative		-0.567
blatant				negative		-0.625
blessed				positive		0.579
blessing			positive		0.558
blind				negative		-0.564
blindly_copy			negative		-0.559
blissful			positive		0.579
bloated				negative		-0.481
bloated_stomach			negative		-0.556
block				negative		-0.549
block_catching			positive		0.574
blockhead			negative		-0.525
blood_go_up			negative		-0.598
bloody_hell			negative		-0.618
bludder				positive		0.568
blue-colored_rice		positive		0.58
blue_black			negative		-0.56
blue_tick			negative		-0.61
bluff				negative		-0.538
blunder				negative		-0.6
blur				negative		-0.498
blur_blur			negative		-0.545
blur_blur_katak			negative		-0.498
blur_cam_sotong			negative		-0.627
blur_cock			negative		-0.595
blur_katak			negative		-0.505
blur_king			negative		-0.568
blur_like_fuck			negative		-0.594
blur_like_sotong		negative		-0.562
blur_macam_sotong		negative		-0.55
blur_queen			negative		-0.531
blur_sotong			negative		-0.58
blur_toad			negative		-0.632
blush				negative		-0.607
bluster				negative		-0.551
bo_bah_ti			negative		-0.583
bo_beh_zao			positive		0.611
bo_bian				negative		-0.6
bo_bin				negative		-0.611
bo_chap				negative		-0.53
bo_chee				negative		-0.555
bo_cheng_hu			positive		0.576
bo_chiak_png			negative		-0.536
bo_eng				negative		-0.595
bo_gao_koon			negative		-0.575
bo_her_hae_mah_ho		negative		-0.548
bo_hew				negative		-0.567
bo_hood				negative		-0.532
bo_hua				negative		-0.482
bo_huat_tor			negative		-0.511
bo_idea				negative		-0.556
bo_jio				negative		-0.552
bo_kah_si			negative		-0.528
bo_lan_hood			negative		-0.623
bo_lang_ai			negative		-0.55
bo_lang_zai			negative		-0.527
bo_lat				negative		-0.616
bo_leong_sim			negative		-0.631
bo_liao				negative		-0.541
bo_lin_chu			negative		-0.613
bo_lor_yong			negative		-0.521
bo_lui				negative		-0.55
bo_lui_lang			negative		-0.514
bo_lum_pa			negative		-0.547
bo_lum_pa_chee			negative		-0.566
bo_min				negative		-0.584
bo_nang_ai			negative		-0.61
bo_pakai			negative		-0.598
bo_pan_huat			negative		-0.557
bo_peng_yau_si			negative		-0.56
bo_pi				positive		0.631
bo_pi_bo_pi			positive		0.62
bo_say				negative		-0.515
bo_sim				negative		-0.59
bo_sim_kua			negative		-0.527
bo_song				negative		-0.532
bo_sui				negative		-0.542
bo_ta_bo_lan_pa			positive		0.532
bo_tai_bo_ji			negative		-0.575
bo_tai_jee			positive		0.586
bo_tak_chek			negative		-0.613
bo_tau_bo_beh			negative		-0.595
bo_tau_bo_buay			negative		-0.595
bo_tua_bo_suay			negative		-0.586
bo_yau_kin			positive		0.582
bo_yong				negative		-0.51
bo_zheng_hu			positive		0.53
bo_zor_kang			negative		-0.542
bobo				negative		-0.573
bobo_king			negative		-0.539
bobo_shooter			negative		-0.576
bodek				negative		-0.506
bodek_membodek			negative		-0.576
bodoh				negative		-0.539
bodoh_cam_biskut		negative		-0.551
bodoh_like_biscuit		negative		-0.532
bodoh_like_biskut		negative		-0.542
bodoh_macam_biskut		negative		-0.528
body-hugging_clothes		positive		0.638
bodybuilder			positive		0.537
bogay				negative		-0.559
bogor_laksa			positive		0.617
bogoshipda			negative		-0.596
bogoshipo			negative		-0.587
bogoshipoyo			negative		-0.514
bogus				negative		-0.553
boh_wei_gong			negative		-0.53
bohong_sunat			positive		0.495
boiled_rice			positive		0.49
boiled_water			positive		0.55
boiling				positive		0.526
bok_gwai			negative		-0.6
bold				positive		0.623
boleh				positive		0.518
boleh_belah			negative		-0.557
boleh_berambus			negative		-0.626
boleh_tahan			positive		0.548
bolster				positive		0.546
bolster_confidence		positive		0.475
bombastic			negative		-0.566
bombz				positive		0.579
bomoh				negative		-0.554
boncet				negative		-0.569
bongkak				negative		-0.591
bongok				negative		-0.576
booby_prize			negative		-0.586
booger				negative		-0.488
boombastic			negative		-0.566
boomz				positive		0.576
boon_lang_sai			positive		0.545
boost_confidence		positive		0.545
boost_morale			positive		0.475
borak				negative		-0.558
bored				negative		-0.541
boring_program			negative		-0.536
boring_task			negative		-0.54
born_cheap_act_class		negative		-0.525
borong				negative		-0.568
bosom				positive		0.66
boss				positive		0.629
botak				negative		-0.587
botak_head			negative		-0.569
botch_up			negative		-0.595
bother				negative		-0.633
bothersome			negative		-0.598
bottle-shaped			positive		0.599
bottle_gourd			positive		0.491
bottled_drink			positive		0.563
bottled_water			positive		0.52
bottom				negative		-0.543
bowel_discharge			negative		-0.534
boy				positive		0.513
boy_girl_relationship		positive		0.61
boyfriend			positive		0.517
brag				negative		-0.562
brag_wealth			negative		-0.552
braggart			negative		-0.608
brain_freeze			negative		-0.583
brainless			negative		-0.603
brainwash			negative		-0.609
brainwashed			negative		-0.632
braise				positive		0.625
braised				positive		0.558
braised_dish			positive		0.509
braised_duck			positive		0.558
braised_duck_gravy		positive		0.623
braised_gravy			positive		0.549
braised_pork			positive		0.562
braised_sauce			positive		0.604
brand_new			positive		0.549
brandy				positive		0.612
brat				negative		-0.544
bravado				negative		-0.551
brave				positive		0.555
brazen				negative		-0.479
bread				positive		0.607
bread_crumb			positive		0.597
bread_spread			positive		0.619
break				negative		-0.588
break_promise			negative		-0.601
break_rule			negative		-0.635
break_time			positive		0.557
break_up			negative		-0.588
break_wind			negative		-0.553
breakfast			positive		0.625
breakup				negative		-0.549
breast				negative		-0.592
breasts				positive		0.559
breathless			negative		-0.54
brengsek			negative		-0.618
brengset			negative		-0.583
bribe				negative		-0.527
bride				negative		-0.594
bridesmaid			negative		-0.55
bridesmaidzilla			negative		-0.55
bridezilla			negative		-0.594
bright_color			positive		0.546
bright_red			positive		0.612
bright_red_fruit		positive		0.532
briyani				positive		0.578
briyani_dum			positive		0.6
broad				positive		0.506
broad_bean_gravy		positive		0.524
broke				negative		-0.617
broke_back_mountain		negative		-0.576
broken				negative		-0.571
broken-hearted			negative		-0.62
broken_down			negative		-0.497
broken_english			negative		-0.531
broken_hearted			negative		-0.647
broken_slippers			negative		-0.572
brothel				negative		-0.535
brothel_keeper			negative		-0.569
brother				positive		0.524
brother-in-law			positive		0.632
brown_fruit			positive		0.641
bruise				negative		-0.56
bruise_ego			negative		-0.486
brutal				negative		-0.501
bu_guan				negative		-0.537
bu_hui_zuo_ren			negative		-0.515
buah				positive		0.604
buah_cheri			positive		0.55
buah_duku			positive		0.641
buah_kana			positive		0.625
buah_susu			positive		0.551
bual_slang			negative		-0.563
buang				negative		-0.597
buang_buang_duit		negative		-0.622
buang_buang_masa		negative		-0.52
buang_buang_money		negative		-0.514
buang_buang_time		negative		-0.583
buang_duit			negative		-0.59
buang_masa			negative		-0.519
buang_money			negative		-0.603
buang_saliva			negative		-0.609
buang_tebiat			negative		-0.523
buang_time			negative		-0.573
buat_bodoh			negative		-0.494
buat_cerita_dongeng		negative		-0.582
buat_dek			negative		-0.569
buat_malu			negative		-0.638
buay_gum			negative		-0.548
buay_hiao			negative		-0.567
buay_hiao_bai			negative		-0.601
buay_hiao_cho_lang		negative		-0.557
buay_hoo			negative		-0.525
buay_kan			negative		-0.614
buay_kantang			negative		-0.542
buay_kia_nang			positive		0.488
buay_kia_nang_tu_lan		positive		0.564
buay_kum_guan			negative		-0.593
buay_pai			positive		0.585
buay_paiseh			negative		-0.479
buay_sai			negative		-0.552
buay_si				positive		0.623
buay_si_gor_lark		positive		0.564
buay_song			negative		-0.574
buay_steady			negative		-0.566
buay_steali			negative		-0.609
buay_swee			negative		-0.536
buay_tahan			negative		-0.536
buay_tank			negative		-0.612
buay_tong			negative		-0.601
buay_tze_tong			negative		-0.577
buay_yau_kin			positive		0.556
buay_zai			negative		-0.488
buaya				negative		-0.519
buayalogy			negative		-0.598
bubble_tea			positive		0.637
bubur_chacha			positive		0.531
bubur_terigu			positive		0.579
budak_baru_nak_up		negative		-0.592
budak_kental			negative		-0.555
budak_payung			negative		-0.541
buddhist_festival		positive		0.552
buddy				positive		0.541
budget_hotel			negative		-0.531
buffalo				negative		-0.515
buffed_body			positive		0.553
bujang_terlajak			negative		-0.581
bukit_timah			positive		0.573
bulat				negative		-0.558
buli_king			negative		-0.591
buli_queen			negative		-0.604
bulk_purchase			positive		0.568
bullet_train			positive		0.477
bullshit			negative		-0.555
bully				negative		-0.617
bully_king			negative		-0.515
bully_queen			negative		-0.613
bum				negative		-0.549
bumptious			negative		-0.606
bun				positive		0.519
bun_knife			negative		-0.579
bung_kah_tio_lum_pa		negative		-0.559
bunk_mate			positive		0.571
buntu				negative		-0.583
bunuh				negative		-0.51
burden				negative		-0.577
burger-shaped			positive		0.6
burger_ramly			positive		0.618
burn_hand			negative		-0.578
burn_out			negative		-0.597
burnt				negative		-0.514
buruk				negative		-0.539
buruk_siku			negative		-0.54
bus_mrt_walk			negative		-0.641
business			negative		-0.545
businessman			positive		0.591
busuk				negative		-0.58
busy				negative		-0.595
busybody			negative		-0.508
buta				negative		-0.643
buta_hati			negative		-0.501
buta_huruf			negative		-0.526
butcher				positive		0.591
butoh				negative		-0.543
butt				negative		-0.479
butt_in				negative		-0.501
butt_itchy			negative		-0.564
butter				positive		0.511
butter_cake			positive		0.559
butter_cookie			positive		0.588
butter_filling			positive		0.546
butter_sugar_bun		positive		0.59
butter_topping			positive		0.59
butterface			negative		-0.479
butterfly_biscuit		positive		0.534
buttery				positive		0.568
buttock				negative		-0.577
buttock_itchy			negative		-0.563
buttocks			negative		-0.549
buwee				negative		-0.59
buy				positive		0.526
bystander			negative		-0.605
cabul				negative		-0.503
cabul_maruah			negative		-0.56
cabut				negative		-0.616
cacat				negative		-0.591
cacat_akal			negative		-0.568
cacat_otak			negative		-0.514
cai_niao			negative		-0.523
cair_hati			positive		0.54
cakap_besar			negative		-0.546
cakap_slang			negative		-0.492
cake_lapis			positive		0.587
cake_lapis_modern		positive		0.6
calamity			negative		-0.547
calculative			negative		-0.612
calefare			negative		-0.592
call_backup			negative		-0.503
call_girl			negative		-0.47
calm				positive		0.576
calm_down			positive		0.553
calm_under_pressure		positive		0.528
camel_toe			negative		-0.529
campur_tangan			negative		-0.619
can				positive		0.601
can_die				negative		-0.621
can_is_can			positive		0.547
can_say_again			positive		0.559
cancelled			negative		-0.626
candy				positive		0.523
cane				negative		-0.531
cane_sugar			positive		0.534
cannabis			negative		-0.546
canned_drink			positive		0.521
canned_food			positive		0.508
cannon_fairy			negative		-0.568
cannot_accept			negative		-0.214
cannot_be_bothered		negative		-0.524
cannot_keep_secret		negative		-0.662
cannot_make_it			negative		-0.584
cannot_prioritize		negative		-0.654
cannot_stand_it			negative		-0.536
cannot_take_it			negative		-0.641
cannot_wait			positive		0.333
cantik				positive		0.644
cantonese_cuisine		positive		0.572
cap_merah			negative		-0.58
capable				positive		0.644
captivated			positive		0.487
carcass				negative		-0.611
career				positive		0.585
career_woman			positive		0.644
carefree			positive		0.51
careful				positive		0.499
careful_slaughter		positive		0.586
caregiver			positive		0.614
careless			negative		-0.595
cari_hal			negative		-0.577
cari_makan			negative		-0.565
cari_pasal			negative		-0.634
cari_point			negative		-0.605
cari_trouble			negative		-0.602
caring				positive		0.614
caring_parent			positive		0.565
carnation_milk			positive		0.566
carrot_cake			positive		0.577
carrot_juice			positive		0.563
carry				negative		-0.559
carry_ball			negative		-0.495
carry_balls			negative		-0.58
carry_kavadi			positive		0.563
cartoon				negative		-0.567
cash				positive		0.559
castrate			negative		-0.558
castration			negative		-0.574
catastrophe			negative		-0.547
catch				negative		-0.591
catch-up			positive		0.618
catch_feel			negative		-0.59
catch_no_ball			negative		-0.589
catching			positive		0.574
catfish				positive		0.533
catholic			positive		0.622
cats_cradle			positive		0.612
caucasian			negative		-0.604
caucasian_boyfriend		negative		-0.631
caught				negative		-0.237
caught_in_the_act		negative		-0.217
caught_red-handed		negative		-0.612
cause_diversion			negative		-0.547
cause_hysteria			negative		-0.547
cause_illness			negative		-0.498
cause_problem			negative		-0.647
cause_trouble			negative		-0.633
caution				negative		-0.608
cautious			negative		-0.173
cayenne_pepper			positive		0.528
cb_mouth			negative		-0.506
cekik				negative		-0.536
cekik_darah			negative		-0.547
cekodok				positive		0.497
cekodok_pisang			positive		0.573
